,Titulo,Data,URL da noticia,Ano,Cluster
12,"qatar boeing realizan 7 vuelos entrega , ida vuelta",2020-01-01,https://nlarenas.com/2020/01/qatar-y-boeing-realizan-7-vuelos-de-entrega-pero-ida-por-vuelta/,2020,3
13,el cambio postura alberto fernández muerte nisman expuso documental,2020-01-02,https://www.cronista.com/economia-politica/El-cambio-de-postura-de-Alberto-Fernandez-sobre-la-muerte-de-Nisman-que-expuso-un-documental-20200102-0003.html,2020,3
14,el mensaje alberto fernández sindicatos : “ no hagan pedidos desmedidos ”,2020-01-02,https://www.infobae.com/politica/2020/01/02/el-mensaje-de-alberto-fernandez-a-los-sindicatos-no-hagan-pedidos-desmedidos/,2020,3
15,"tucumán , ciudad barata país comprar propiedades",2020-01-02,https://www.cronista.com/apertura-negocio/realestate/Tucuman-la-ciudad-mas-barata-del-pais-para-comprar-propiedades-20200102-0006.html,2020,3
16,adrián cosentino nuevo presidente cnv,2020-01-02,https://www.cronista.com/economia-politica/Adrian-Cosentino-sera-el-nuevo-presidente-de-la-CNV-20200102-0050.html,2020,3
17,adiós billetes 5 peso : día comercios deben aceptarlos,2020-01-02,https://www.infobae.com/economia/2020/01/02/adios-a-los-billetes-de-5-pesos-hasta-que-dia-los-comercios-deben-aceptarlos/,2020,3
18,cómo convertirse espía argentina,2020-01-02,https://www.ambito.com/politica/espionaje/como-convertirse-espia-argentina-n5074249,2020,0
19,insfrán encabezó acto ascensos casi 760 policías ...,2020-01-02,https://agenfor.com.ar/insfran-encabezo-el-acto-de-ascensos-de-casi-760-policias-de-la-provincia/,2020,3
20,el círculo vicioso impaciencia argentina,2020-01-02,https://www.perfil.com/noticias/columnistas/el-circulo-vicioso-de-la-impaciencia-argentina.phtml,2020,0
21,cáncer mama : programa inteligencia artificial ayuda evitar diagnósticos fallidos médicos,2020-01-02,https://www.infobae.com/america/ciencia-america/2020/01/02/cancer-de-mama-un-programa-de-inteligencia-artificial-ayuda-a-evitar-los-diagnosticos-fallidos-de-los-medicos/,2020,3
22,abogados evo morales aseguran extraditado,2020-01-02,https://es.euronews.com/2020/01/02/en-directo-el-expresidente-boliviano-evo-morales-ofrece-rueda-de-prensa-en-argentina,2020,3
23,"jordi cruyff , plan b robert moreno selección ecuador",2020-01-02,https://www.elespanol.com/deportes/futbol/20200102/jordi-cruyff-plan-robert-moreno-seleccion-ecuador/456704920_0.html,2020,3
24,aberrante espectáculo viudas fin año,2020-01-02,https://www.elcomercio.com/cartas/aberrante-espectaculo-viudas-ano-cartas.html,2020,3
25,"barcelona sc nutrió campeón , delfín , afrontar ...",2020-01-02,https://www.elcomercio.com/deportes/futbol/futbol-barcelona-fichajes-delfin-ligapro.html,2020,3
26,amenazas aumentan tiburones ; ...,2020-01-02,https://www.elcomercio.com/tendencias/aumento-amenazas-tiburones-peligro-extincion.html,2020,3
27,el municipio ambato cobra impuestos 92 244 predios,2020-01-02,https://www.elcomercio.com/actualidad/ecuador/predial-municipio-ambato-cobro-impuestos.html,2020,3
28,china-ecuador : 40 años relaciones bilaterales ( o ...,2020-01-02,https://confirmado.net/2020/01/02/china-ecuador-40-anos-de-relaciones-bilaterales-o-embajador-chen-guoyou/,2020,3
29,puesta sol boa vista,2020-01-02,https://www.lavanguardia.com/participacion/las-fotos-de-los-lectores/20200102/472670384169/puesta-sol-boa-vista-roraima-brasil.html,2020,3
30,praga cambium fuego artificiales año nuevo juego ...,2020-01-02,https://www.elcomercio.com/tendencias/ambiente/praga-fuegos-artificiales-video-mapping.html,2020,3
31,masacre cárcel méxico : partido fútbol acaba 16 reclusos muertos,2020-01-02,https://www.elespanol.com/deportes/futbol/20200102/masacre-carcel-mexico-partido-futbol-reclusos-muertos/456704959_0.html,2020,3
32,quit your job and live abroad : 10 places so cheap you ...,2020-01-02,https://www.forbes.com/sites/laurabegleybloom/2020/01/02/quit-your-job-and-live-abroad-10-places-so-cheap-you-might-be-able-to-stop-working/,2020,3
33,peleador argentino gana 1 mdd pelea eu ... dice 'tan boludo ' llevar premio casa,2020-01-03,https://www.elfinanciero.com.mx/mundo/peleador-argentino-gana-1-mdd-en-pelea-en-eu-y-dice-que-no-sera-tan-boludo-para-llevar-su-premio-a-casa/,2020,3
34,el gobierno reafirmó reclamo soberanía argentina islas malvinas,2020-01-03,https://www.cronista.com/economia-politica/El-Gobierno-reafirmo-el-reclamo-de-soberania-argentina-sobre-las-Islas-Malvinas-20200103-0009.html,2020,0
35,liberaron 12 millones dosis vacunas retenidas aduana ezeiza,2020-01-03,https://www.infobae.com/salud/2020/01/03/gines-gonzalez-garcia-participo-en-la-liberacion-de-12-millones-de-dosis-de-vacunas-en-la-aduana-de-ezeiza/,2020,3
36,"con suba 48,5 % , recaudación 2019 perdió seis puntos inflación",2020-01-03,https://www.cronista.com/economia-politica/La-recaudacion-subio-48-5-en-2019-y-quedo-por-debajo-de-la-inflacion-20200103-0025.html,2020,3
37,el lujo morir argentina crisis,2020-01-03,https://www.infobae.com/america/agencias/2020/01/03/el-lujo-de-morir-en-una-argentina-en-crisis/,2020,0
38,punto punto : dice decreto aumento salarial privados,2020-01-03,https://www.cronista.com/economia-politica/Punto-por-punto-que-dice-el-decreto-del-aumento-salarial-a-privados-20200103-0032.html,2020,3
39,en busca hit verano 2020 : cuáles temas suenan playa,2020-01-03,https://www.clarin.com/viste/busca-hit-verano-2020-temas-suenan-playa_0_Ydu9SdGe.html,2020,3
40,"carlos monzón , alain delon noche parís , primer viaje europa horacio pagani",2020-01-03,https://www.clarin.com/deportes/carlos-monzon-alain-delon-noche-paris-primer-viaje-europa-horacio-pagani_0_9-BCbItK.html,2020,3
41,quienes acceden pensiones contributivas,2020-01-03,https://www.clarin.com/economia/acceden-pensiones-contributivas_0_Osy95vWt.html,2020,3
42,outer wilds inspiró do juegos zelda,2020-01-03,https://www.infobae.com/gaming/2020/01/03/outer-wilds-se-inspiro-en-dos-juegos-de-zelda/,2020,3
43,el banco ecuatoriano vivienda atenderá clientes ...,2020-01-03,https://www.elcomercio.com/actualidad/negocios/banco-vivienda-hipotecas-escrituras-patrimonio.html,2020,3
44,"napo nueva prefecta , tras deceso édison ...",2020-01-03,https://www.elcomercio.com/actualidad/politica/napo-nueva-prefecta-tunay-chavez.html,2020,3
45,petroamazonas ep incrementó 4 % producción petrolera ...,2020-01-03,https://www.bnamericas.com/es/noticias/petroamazonas-ep-incremento-en-4-produccion-petrolera-en-2019,2020,3
46,innovative programme help lift venezuelan refugee ...,2020-01-03,https://www.unhcr.org/news/stories/2020/1/5e00f6a84/innovative-programme-helps-lift-venezuelan-refugees-poverty.html,2020,3
47,en cotacachi preocupación muerte masiva ...,2020-01-03,https://www.elcomercio.com/tendencias/cotacachi-muerte-perros-envenenamiento-mascotas.html,2020,3
48,unrest latin america make authoritarianism look appealing,2020-01-03,https://theconversation.com/unrest-in-latin-america-makes-authoritarianism-look-more-appealing-to-some-127774,2020,3
49,sismo frontera perú sintió 5 provincias,2020-01-03,https://www.eltelegrafo.com.ec/noticias/ecuador/1/sismo-huaquillas-eloro,2020,3
50,50 taludes sensibles sido identificados av . simón ...,2020-01-03,https://www.elcomercio.com/actualidad/quito/quito-talud-simon-bolivar-riesgo.html,2020,3
51,condenan 16 años prisión docente detenido operativo pornografía infantil,2020-01-03,https://www.telemetro.com/nacionales/2020/01/03/condenan-16-anos-prision-docente/2401042.html,2020,3
52,wisin cerró 2019 renovación matrimonio,2020-01-03,https://www.eluniverso.com/entretenimiento/2020/01/04/nota/7674423/wisin-cerro-2019-renovacion-su-matrimonio/,2020,3
53,nuevas recomendaciones vacunación ministerio salud brote sarampión presenta 97 casos,2020-01-04,https://www.infobae.com/salud/2020/01/04/nuevas-recomendaciones-de-vacunacion-del-ministerio-de-salud-ante-el-brote-de-sarampion-que-ya-presenta-97-casos/,2020,3
54,mónica gutiérrez cruzó canal hablar inseguridad,2020-01-04,https://www.clarin.com/espectaculos/tv/monica-gutierrez_0_3NPXHRVH.html,2020,3
55,the fruit populism,2020-01-04,https://www.batimes.com.ar/news/opinion-and-analysis/the-fruits-of-populism.phtml,2020,3
56,las cinco temibles represalias irán evalúa muerte ...,2020-01-04,https://www.infobae.com/america/mundo/2020/01/04/las-cinco-temibles-represalias-que-iran-evalua-por-la-muerte-de-soleimani/,2020,3
57,fin símbolo 90 : cerró último videoclub pilar,2020-01-04,https://www.clarin.com/zonales/nostalgia-ilusion-volver-biblioteca-cerro-simeoni-ultimo-videoclub-pilar_0_BOawMLY0.html,2020,3
58,los despiadados herederos narco : quiénes cómo operan nuevos líderes grandes cárteles,2020-01-04,https://www.infobae.com/america/mexico/2020/01/04/los-despiadados-herederos-del-narco-quienes-son-y-como-operan-los-nuevos-lideres-de-los-grandes-carteles/,2020,3
59,el rompecorazones figueroa : joven campeón boxeo quiere llegar hollywood,2020-01-04,https://www.infobae.com/america/deportes/2020/01/04/el-rompecorazones-figueroa-el-joven-campeon-del-boxeo-que-quiere-llegar-a-hollywood/,2020,3
60,denuncian rod stewart hijo agresión,2020-01-04,https://www.diarionorte.com/187500-denuncian-a-rod-stewart-y-a-su-hijo-por-agresion,2020,3
61,nuevo año : entre cercos esperanza,2020-01-04,http://www.cubadebate.cu/opinion/2020/01/04/nuevo-ano-entre-cercos-y-esperanza/,2020,3
62,trump : guerra re-elección,2020-01-04,http://www.cubadebate.cu/opinion/2020/01/04/trump-una-guerra-para-la-re-eleccion/,2020,3
63,representante ecuador onu : 'el año 2019 ...,2020-01-04,https://www.elcomercio.com/actualidad/politica/entrevista-luis-gallegos-onu-ecuador.html,2020,3
64,la memoria ecuatoriana nueva casa,2020-01-04,https://www.elcomercio.com/actualidad/cultura/memoria-ecuatoriana-biblioteca-eugenio-espejo.html,2020,3
65,nuevo año : entre cercos esperanza,2020-01-04,http://www.cubadebate.cu/opinion/2020/01/04/nuevo-ano-entre-cercos-y-esperanza/,2020,3
66,la lucha plástico crece,2020-01-04,https://www.elcomercio.com/tendencias/ambiente/lucha-plastico-crece-planeta-conservacion.html,2020,3
67,cuatro militares murieron accidente avenida simón ...,2020-01-04,https://www.eltelegrafo.com.ec/noticias/quito/1/accidente-avenida-simon-bolivar,2020,3
68,el caimán rescatado laguna yahuarcocha ...,2020-01-04,https://www.elcomercio.com/tendencias/ambiente/rescate-caiman-yahuarcocha-cuarentena-zoologico.html,2020,3
69,yunda socializa proyecto modernización terminal ...,2020-01-04,https://www.eltelegrafo.com.ec/noticias/quito/1/yunda-modernizacion-terminal-quitumbe,2020,3
70,la aviación sigue siendo medio transporte seguro ...,2020-01-04,https://nlarenas.com/2020/01/aviacion-sigue-siendo-medio-transporte-mas-seguro-mundo/,2020,3
71,argentino vigevani dirigirá binacional perú | noticias ...,2020-01-04,https://andina.pe/agencia/noticia-argentino-vigevani-dirigira-a-binacional-peru-780325.aspx,2020,3
72,dura crítica argentina venezuela : `` se condena aislamiento internacional '',2020-01-05,https://www.perfil.com/noticias/politica/venezuela-el-gobierno-argentino-condeno-la-situacion-y-pidio-que-se-repita-la-eleccion-de-autoridades.phtml,2020,0
73,diego maradona volvió respaldar nicolás maduro insultó juan guaidó,2020-01-05,https://www.infobae.com/america/venezuela/2020/01/05/diego-maradona-volvio-a-respaldar-a-nicolas-maduro-e-insulto-a-juan-guaido/,2020,3
74,"las acciones anotaron mejor rally década nivel global , salidas bolsa decepcionaron",2020-01-05,https://www.cronista.com/finanzasmercados/Las-acciones-anotaron-su-mejor-rally-de-la-decada-a-nivel-global-pero-las-salidas-a-bolsa-decepcionaron-20200105-0007.html,2020,3
75,entre fernando colunga diego boneta : misterio actor interpretará luis miguel,2020-01-05,https://www.infobae.com/america/entretenimiento/2020/01/05/entre-fernando-colunga-y-diego-boneta-el-misterio-sobre-el-actor-que-interpretara-a-luis-miguel/,2020,3
76,clausura 2020 : radiografía fichajes prometedores futbol mexicano,2020-01-05,https://www.infobae.com/america/deportes/2020/01/05/clausura-2020-radiografia-de-los-fichajes-mas-prometedores-del-futbol-mexicano/,2020,3
77,kicillof demora nombramientos empresas provincia siguen manos administración vidal,2020-01-05,https://infocielo.com/designaciones/kicillof-demora-nombramientos-y-las-empresas-la-provincia-siguen-manos-la-administracion-vidal-n113800,2020,3
78,exgobernador acusado delito ambiental hijo ...,2020-01-05,https://ojo-publico.com/1546/loreto-exgobernador-acusado-por-delito-ambiental-en-carrera-electoral,2020,3
79,tumbes : condenado proxeneta pasco visitante ...,2020-01-05,https://ojo-publico.com/1547/tumbes-condenado-por-proxeneta-y-visitante-de-fujimori-son-favoritos,2020,3
80,puntualidad aerolíneas latinoamérica 2019 ...,2020-01-05,https://www.nlarenas.com/2020/01/puntualidad-de-las-aerolineas-de-latinoamerica-2019/,2020,3
81,cruceros cambian combustible reducir contaminación,2020-01-05,https://www.eluniverso.com/larevista/2020/01/05/nota/7675584/cruceros-cambian-combustible-reducir-contaminacion/,2020,3
82,esta estrategia huawei impulsar hms ...,2020-01-05,https://www.estrategiaynegocios.net/tecnologia-cultura-digital/esta-es-la-estrategia-de-huawei-para-impulsar-hms-en-centroamerica-BUEN1346465,2020,3
83,"familiares fan recordaron partida cantante sharon , hechicera",2020-01-05,https://www.eluniverso.com/entretenimiento/2020/01/05/nota/7675881/familiares-fans-recordaron-partida-cantante-sharon/,2020,3
84,un día evo morales : recorrió isla maciel anunció primer acto `` porteño '',2020-01-06,https://www.perfil.com/noticias/internacional/evo-morales-anuncia-su-primer-acto-politico-en-buenos-aires.phtml,2020,3
85,"producción automotriz derrumbó 32,5 % 2019 argentina",2020-01-06,https://www.infobae.com/america/agencias/2020/01/07/produccion-automotriz-se-derrumbo-325-en-2019-en-argentina/,2020,0
86,celulosa salió default,2020-01-06,https://www.cronista.com/apertura/empresas/Celulosa-salio-del-default-20200106-0008.html,2020,3
87,¿qué niños índigo convocan multitude ?,2020-01-06,https://www.clarin.com/sociedad/-ninos-indigo-convocan-multitudes-_0_nsa4noP_.html,2020,3
88,"video : ranking mejores diez alfajores argentina , según creador guaymallén",2020-01-06,https://www.clarin.com/viste/video-ranking-mejores-alfajores-argentina-creador-guaymallen_3_YFt4QnxI.html,2020,0
89,nocturns gaming presentó equipo counter strike femenino,2020-01-06,https://www.infobae.com/gaming/2020/01/06/nocturns-gaming-presento-su-equipo-de-counter-strike-femenino/,2020,3
90,un sismo destruyó atractivo turístico puerto rico,2020-01-06,https://www.clarin.com/viajes/sismo-destruyo-atractivo-turistico-puerto-rico_0_VxjK8InB.html,2020,3
91,"para poder invertir , primero necesita aprender ahorrar",2020-01-06,https://www.cronista.com/columnistas/Para-poder-invertir-primero-se-necesita-aprender-a-ahorrar-20200106-0054.html,2020,3
92,harvey weinstein acusado violación los ángeles comenzar juicio nueva york,2020-01-06,https://www.infobae.com/america/entretenimiento/2020/01/07/harvey-weinstein-fue-acusado-de-violacion-en-los-angeles-al-comenzar-su-juicio-en-nueva-york/,2020,3
93,​cientos mile devotos homenajearon gauchito gil ...,2020-01-06,https://diariolarepublica.com.ar/notix/noticia/18796/miles-de-devotos-ya-homenajean-al-gauchito-gil-en-mercedes--.html,2020,3
94,kambak fusiona música amazónica moderna,2020-01-06,https://www.elcomercio.com/tendencias/entretenimiento/kambak-fusion-musica-amazonica-moderna.html,2020,3
95,¿dónde base militares ee.uu . oriente medio ...,2020-01-06,https://www.elcomercio.com/actualidad/mundo/bases-militares-oriente-medio-iran.html,2020,3
96,eastern airlines is back ( again ) with new strategy ...,2020-01-06,https://www.adweek.com/brand-marketing/eastern-airlines-is-back-again-with-a-new-strategy-and-rebrand/,2020,3
97,avanzan trabajos interconexión tubería el chorrillo mejorar suministro agua,2020-01-06,https://www.telemetro.com/nacionales/2020/01/06/idaan-realizara-interconexion-tuberia-mejorar/2409394.html,2020,3
98,foreign exchange awards 2020 : financial institutions,2020-01-06,https://www.gfmag.com/magazine/january-2020/foreign-exchange-awards-2020-financial-institutions,2020,3
99,el gobierno retiró cartas credenciales embajadora juan guaidó argentina,2020-01-07,https://www.infobae.com/politica/2020/01/07/el-gobierno-le-retiro-las-cartas-credenciales-a-la-embajadora-de-juan-guaido-en-la-argentina/,2020,0
100,la afip reglamentó aplicación impuesto pais,2020-01-07,https://www.cronista.com/economia-politica/La-Afip-reglamento-aplicacion-del-impuesto-PAIS-20200107-0006.html,2020,3
101,los pasajes aerolíneas argentinas pagarán impuesto 30 %,2020-01-07,https://www.clarin.com/economia/economia/pasajes-aerolineas-argentinas-pagaran-impuesto-30-_0_L_QI9eL2.html,2020,3
102,todos vuelos exterior pagarán impuesto 30 %,2020-01-07,https://eleconomista.com.ar/negocios/todos-vuelos-exterior-pagaran-impuesto-30-n30808,2020,3
103,denuncian 3000 feminicidios 2010 2019 ...,2020-01-07,https://www.telesurtv.net/news/feminicidios-argentina-casos-mujeres-20200106-0037.html,2020,3
104,ma $ 47.000.000 recaudados torneo golf solidario london supply group,2020-01-07,https://www.cronista.com/informacion-gral/Ma-s-de-47-000-000-recaudados-en-el-torneo-de-golf-solidario-de-London-Supply-Group-20200107-0035.html,2020,3
105,el banco central anunció nuevos billetes imprimirán animales,2020-01-07,https://www.perfil.com/noticias/economia/banco-central-anuncio-nuevos-billetes-que-se-imprimiran-sin-animales.phtml,2020,3
106,juanfer quintero intenta volver ser luego tres episodios alteraron días,2020-01-07,https://www.infobae.com/deportes-2/2020/01/07/juanfer-quintero-intenta-volver-a-ser-luego-de-los-tres-episodios-que-alteraron-sus-dias/,2020,3
107,otra empresa default : dulcor comunicó entró cesación pagos,2020-01-07,https://www.cronista.com/apertura-negocio/empresas/Otra-empresa-en-default-Dulcor-comunico-que-entro-en-cesacion-de-pagos-20200107-0004.html,2020,3
108,"el gobierno quitó credenciales diplomáticas elisa trotta gamus , embajadora guaidó",2020-01-07,https://www.perfil.com/noticias/politica/el-gobierno-le-quito-las-credenciales-diplomaticas-a-elisa-trotta-gamus-embajadora-de-guaido.phtml,2020,3
109,la asamblea aprobó ley emprendimiento innovación,2020-01-07,https://www.elcomercio.com/actualidad/negocios/asamblea-aprobacion-ley-emprendimiento-innovacion.html,2020,3
110,"'the new mutants ' , película 'maldita ' ' x-men ' , estrena ...",2020-01-07,https://www.elcomercio.com/tendencias/cine/trailer-new-mutants-pelicula-estreno.html,2020,3
111,"comandante general , dirigió policías ...",2020-01-07,https://www.elcomercio.com/actualidad/seguridad/renuncia-comandante-general-policias-protestas.html,2020,3
112,tatamuez dice fiscalía ningún periodista ...,2020-01-07,https://www.larepublica.ec/blog/2020/01/07/tatamuez-dice-fiscalia-ningun-periodista-fue-secuestrado/,2020,3
113,cómo américa latina puede salir “ década perdida ” recuperar crecimiento económico,2020-01-07,https://www.bbc.com/mundo/noticias-50861760,2020,3
114,denuncian 3000 feminicidios 2010 2019 ...,2020-01-07,https://www.telesurtv.net/news/feminicidios-argentina-casos-mujeres-20200106-0037.html,2020,3
115,"mujer denuncia twitter funcionario iess , ...",2020-01-07,https://www.elcomercio.com/tendencias/sociedad/mujer-denuncia-twitter-funcionario-iess.html,2020,3
116,acrobacias balón busca ser competitivo,2020-01-07,https://www.eluniverso.com/deportes/2020/01/07/nota/7678674/acrobacias-balon-busca-ser-muy-competitivo/,2020,3
117,turkish bank interest cash flow shows asset quality under ...,2020-01-07,https://bondsloans.com/news/fitch-ratings-turkish-bank-interest-cash-flow-shows-asset-quality-pressure,2020,3
118,¿los hub dinamizadores turismo ? » nicolás larenas,2020-01-07,https://www.nlarenas.com/2020/01/hub-dinamizadores-del-turismo/,2020,3
119,discordia grandes fútbol argentino reinicio torneo : cuál postura cada,2020-01-08,https://www.infobae.com/deportes/2020/01/09/discordia-entre-los-grandes-del-futbol-argentino-por-el-reinicio-del-torneo-cual-es-la-postura-de-cada-uno/,2020,3
120,encuesta : opinan argentinos donald trump,2020-01-08,https://www.perfil.com/noticias/internacional/encuesta-que-opinan-argentinos-donald-trump.phtml,2020,3
121,"argentina , escalón alto presión impositiva producción",2020-01-08,https://www.eldia.com/nota/2020-1-8-3-8-58-argentina-en-el-escalon-mas-alto-de-presion-impositiva-a-la-produccion-politica-y-economia,2020,0
122,"video : asus rog presenta nuevas computadoras , diseño compatible juego día día",2020-01-08,https://www.clarin.com/tecnologia/video-asus-rog-presenta-nuevas-computadoras-diseno-compatible-juego-dia-dia_3_0lXD-00o.html,2020,3
123,cobrar tiempos crisis : haciendo pymes recomiendan especialistas,2020-01-08,https://www.cronista.com/pyme/negocios-pyme/Cobrar-en-tiempos-de-crisis-que-estan-haciendo-las-pymes-y-que-recomiendan-los-especialistas-20200108-0003.html,2020,3
124,ahorro playa : beneficios bancarios disfrutar verano 2020 costa,2020-01-08,https://www.cronista.com/finanzas-mercados/Ahorro-en-la-playa-beneficios-bancarios-para-disfrutar-el-verano-2020-en-la-Costa-20200108-0055.html,2020,3
125,criba crece basada innovación trabajo equipo,2020-01-08,https://www.clarin.com/arq/criba-crece-basada-innovacion-trabajo-equipo_0_6mw2QHPK.html,2020,3
126,de la academia críticas peso : implacables respuestas danna paola escándalos,2020-01-08,https://www.infobae.com/america/mexico/2020/01/08/de-la-academia-a-las-criticas-por-su-peso-las-implacables-respuestas-de-danna-paola-a-sus-escandalos/,2020,3
127,tres ejes lograr globalización justa,2020-01-08,https://www.cronista.com/columnistas/Tres-ejes-para-lograr-una-globalizacion-mas-justa-20200108-0052.html,2020,3
128,recorría playas florida detector metales encontró mina segunda guerra mundial,2020-01-08,https://www.clarin.com/sociedad/recorria-playas-florida-detector-metales-encontro-mina-segunda-guerra-mundial_0_OCouOXB3.html,2020,3
129,pleno asamblea nacional decidirá ...,2020-01-08,https://www.elcomercio.com/actualidad/pleno-decidira-circunscripciones-codigo-democracia.html,2020,3
130,hugo sandoval mesa salió viernes 3 enero 2020 ...,2020-01-08,https://www.elcomercio.com/actualidad/seguridad/desaparecido-mariscal-comite-pueblo-dinased.html,2020,3
131,tensiones protestas sociales región terminarían pronto,2020-01-08,https://www.portafolio.co/internacional/tensiones-y-protestas-sociales-en-la-region-no-terminarian-pronto-536954,2020,3
132,la dolarización : un modelo veinte años necesita ...,2020-01-08,https://www.laestrella.com.pa/economia/200108/dolarizacion-modelo-veinte-anos-necesita-renovarse-ecuador,2020,3
133,la responsabilidad informar accidente aéreo ...,2020-01-08,https://www.nlarenas.com/2020/01/responsabilidad-informar-sobre-accidente-aereo/,2020,3
134,multinationals ﻿shift supply chains china 2020 ...,2020-01-08,https://bondsloans.com/news/multinationals-shift-supply-chains-out-of-china-in-2020-mufg,2020,3
135,"'you ' , serie netfix habla obsesión acoso",2020-01-08,https://www.eluniverso.com/entretenimiento/2020/01/08/nota/7680882/you-serie-netfix-que-habla-sobre-obsesion-acoso/,2020,3
136,january 2020 global economic prospects : slow growth ...,2020-01-08,https://www.worldbank.org/en/news/feature/2020/01/08/january-2020-global-economic-prospects-slow-growth-policy-challenges,2020,3
137,why latin america 's bloody protests wo n't die out anytime ...,2020-01-08,https://www.bloomberg.com/news/articles/2020-01-08/why-latin-america-s-bloody-protests-won-t-die-out-anytime-soon,2020,3
138,split santa rosa city hall two woman candidate led ...,2020-01-08,https://www.pressdemocrat.com/article/news/split-at-santa-rosa-city-hall-over-two-women-candidates-led-to-selection-of/,2020,3
139,"a sólo tres me desembarco argentina , empresa monopatines lime cierra operaciones país",2020-01-09,https://www.infobae.com/economia/2020/01/09/a-solo-tres-meses-de-su-desembarco-en-argentina-la-empresa-de-monopatines-lime-cierra-sus-operaciones-en-el-pais/,2020,0
140,arcor busca expandirse méxico áfrica ...,2020-01-09,https://www.elpais.com.uy/negocios/noticias/arcor-busca-expandirse-en-mexico-y-africa-por-desaceleracion-economica-en-argentina,2020,3
141,margarita barrientos confirmó suma plan argentina ...,2020-01-09,https://www.telam.com.ar/notas/202001/422595-margarita-barrientos-suma-plan-contra-el-hambre.html,2020,0
142,"¿qué enfermedad lyme , afección contrajo ...",2020-01-09,https://www.ambito.com/lifestyle/salud/que-es-la-enfermedad-lyme-la-afeccion-que-contrajo-justin-bieber-n5075625,2020,3
143,maría carmen bianchi vuelve frente comisión nacional bibliotecas populares,2020-01-09,https://www.infobae.com/cultura/2020/01/09/maria-del-carmen-bianchi-vuelve-al-frente-de-la-comision-nacional-de-bibliotecas-populares/,2020,3
144,cuáles ventajas argentinos deciden mudarse uruguay objetivo obtener alivio pago impuestos,2020-01-09,https://www.infobae.com/economia/2020/01/09/cuales-son-las-ventajas-para-los-argentinos-que-deciden-mudarse-a-uruguay-con-el-objetivo-de-obtener-un-alivio-en-el-pago-de-impuestos/,2020,3
145,"brancatelli ocupará cargo político pilar , abandonará rol medios",2020-01-09,https://www.cronista.com/economia-politica/Brancatelli-ocupara-un-cargo-politico-en-Pilar-pero-no-abandonara-su-rol-en-los-medios-20200109-0012.html,2020,3
146,"con fran drescher , la niñera llegará musical broadway",2020-01-09,https://www.clarin.com/espectaculos/teatro/fran-drescher-ninera-llegara-musical-broadway_0_3J68tZBh.html,2020,3
147,"una balacera do horas , narcobloqueos sicario abatido : violento ataque desatado tamaulipas",2020-01-09,https://www.infobae.com/america/mexico/2020/01/09/una-balacera-de-dos-horas-narcobloqueos-y-un-sicario-abatido-el-violento-ataque-desatado-en-tamaulipas/,2020,3
